0.490,-0.464,-0.276
0.469,-0.407,-0.139
0.440,-0.396,-0.136
0.343,-0.393,-0.128
0.360,-0.379,-0.131
0.355,-0.381,-0.134
0.365,-0.370,-0.138
0.361,-0.372,-0.155
0.359,-0.379,-0.136
0.454,-0.400,-0.163
1.110,-0.809,0.383
0.419,-0.394,-0.137
0.417,-0.396,-0.150
0.359,-0.471,0.003
0.454,-0.401,-0.152
0.430,-0.399,-0.136
0.447,-0.413,-0.203
0.395,-0.399,-0.090
0.376,-0.479,0.010
0.415,-0.392,-0.139
0.383,-0.380,-0.143
0.355,-0.386,-0.129
0.511,-0.678,0.074
0.542,-0.405,-0.051
0.679,-0.812,0.246
0.509,-0.534,0.068
0.351,-0.385,-0.131
0.547,-0.591,0.028
0.542,-0.409,-0.061
0.382,-0.413,-0.104
0.458,-0.397,-0.103
0.901,-0.539,0.453
0.926,-0.549,0.462
0.630,-0.387,-0.073
0.619,-0.391,-0.056
0.622,-0.419,-0.032
1.001,-0.748,0.049
0.625,-0.376,-0.056
0.634,-0.380,-0.062
0.627,-0.369,-0.082
1.273,-0.733,0.459
1.294,-0.677,0.436
0.621,-0.380,-0.052
1.201,-0.602,0.313
1.292,-0.708,0.413
1.262,-0.712,0.449
1.200,-0.539,0.317
0.620,-0.411,-0.045
0.640,-0.371,-0.087
0.631,-0.365,-0.071
1.043,-0.770,0.091
1.234,-0.697,0.336
1.202,-0.580,0.317
1.288,-0.714,0.427
1.207,-0.609,0.321
1.293,-0.577,0.430
1.008,-0.762,0.046
1.275,-0.760,0.474
1.372,-0.658,0.314
1.299,-0.683,0.413
1.202,-0.548,0.321
1.274,-0.646,0.386
1.334,-0.552,0.401
1.377,-0.654,0.322
1.209,-0.678,0.316
1.039,-0.731,0.015
1.304,-0.551,0.432
1.307,-0.603,0.413
1.325,-0.529,0.428
1.031,-0.732,0.024
1.312,-0.612,0.423
1.193,-0.622,0.310
1.050,-0.734,0.072
1.319,-0.722,0.169
1.346,-0.694,0.159
1.305,-0.618,0.438
1.038,-0.760,0.028
0.970,-0.747,0.043
0.364,-0.357,-0.134
0.572,-0.737,0.067
0.565,-0.409,-0.034
0.362,-0.358,-0.139
0.351,-0.360,-0.129
0.511,-0.389,-0.124
0.571,-0.709,0.070
0.385,-0.358,-0.150
0.376,-0.354,-0.154
0.472,-0.383,-0.145
0.387,-0.356,-0.146
0.527,-0.393,-0.121
0.522,-0.392,-0.063
0.482,-0.380,-0.153
0.518,-0.388,-0.126
0.494,-0.390,-0.126
0.515,-0.388,-0.054
0.529,-0.395,-0.067
0.532,-0.389,-0.064
0.415,-0.371,-0.093
0.380,-0.356,-0.152
0.471,-0.391,-0.131
0.440,-0.386,-0.093
0.483,-0.388,-0.130
0.456,-0.388,-0.135
0.412,-0.374,-0.094
0.907,-0.412,0.390
0.913,-0.393,0.351
1.291,-0.598,0.463
0.980,-0.436,0.411
0.893,-0.407,0.376
1.296,-0.569,0.456
1.250,-0.679,0.483
1.241,-0.683,0.455
1.264,-0.691,0.456
0.902,-0.383,0.371
1.214,-0.629,0.455
1.131,-0.644,0.428
0.539,-0.097,0.036
0.973,-0.769,0.384
1.241,-0.728,0.485
0.988,-0.700,0.358
1.270,-0.766,0.501
0.997,-0.711,0.341
1.009,-0.630,0.529
0.944,-0.571,0.466
1.095,-0.518,0.370
0.544,-0.097,0.043
1.295,-0.534,0.442
0.395,-0.397,0.011
0.362,-0.432,-0.007
0.517,-0.650,0.062
0.348,-0.726,0.001
0.387,-0.354,-0.001
0.402,-0.388,0.014
0.402,-0.245,0.011
0.563,-0.328,-0.109
0.460,-0.388,-0.155
0.987,-0.746,0.384
0.980,-0.694,0.457
0.944,-0.796,0.418
1.021,-0.686,0.056
1.283,-0.685,0.389
0.624,-0.385,-0.083
0.445,-0.378,-0.136
0.432,-0.381,-0.088
0.961,-0.792,0.395
1.055,-0.764,0.100
0.434,-0.380,-0.090
0.549,-0.392,-0.064
1.034,-0.738,0.095
0.412,-0.371,-0.144
0.622,-0.380,-0.105
1.204,-0.561,0.304
1.278,-0.719,0.432
0.365,-0.389,-0.119
0.533,-0.391,-0.116
1.042,-0.739,0.420
0.466,-0.391,-0.133
0.926,-0.661,0.442
0.603,-0.377,-0.107
0.981,-0.754,0.365
1.272,-0.634,0.410
1.015,-0.761,0.030
1.303,-0.576,0.381
0.607,-0.380,-0.106
0.414,-0.376,-0.150
1.284,-0.737,0.431
0.456,-0.380,-0.135
0.564,-0.397,-0.120
0.591,-0.390,-0.104
1.030,-0.812,0.067
0.970,-0.782,0.427
1.287,-0.769,0.464
0.422,-0.368,-0.142
0.994,-0.757,0.357
0.421,-0.374,-0.143
0.495,-0.367,-0.103
1.332,-0.580,0.437
0.568,-0.384,-0.055
1.023,-0.763,0.024
0.947,-0.764,0.349
0.971,-0.377,0.412
1.019,-0.678,0.058
1.084,-0.414,0.400
1.259,-0.727,0.266
1.028,-0.715,0.349
1.348,-0.612,0.445
0.545,-0.388,-0.098
1.073,-0.370,0.437
1.017,-0.789,0.051
0.423,-0.379,-0.152
0.961,-0.379,0.396
0.484,-0.362,-0.105
0.967,-0.382,0.387
0.643,-0.375,-0.094
0.507,-0.388,-0.130
1.104,-0.743,0.067
0.434,-0.379,-0.141
0.432,-0.383,-0.150
1.123,-0.738,0.053
0.494,-0.373,-0.142
1.024,-0.767,0.356
1.421,-0.740,0.166
1.275,-0.716,0.396
0.933,-0.777,0.412
1.073,-0.396,0.417
1.005,-0.758,0.085
1.196,-0.731,0.294
0.577,-0.366,-0.084
0.536,-0.388,-0.098
1.101,-0.762,0.007
0.486,-0.372,-0.108
1.063,-0.411,0.395
1.089,-0.761,0.013
0.454,-0.375,-0.131
0.476,-0.369,-0.113
0.542,-0.386,-0.126
0.618,-0.376,-0.113
1.038,-0.487,0.352
1.064,-0.402,0.403
0.475,-0.379,-0.129
1.296,-0.699,0.106
0.399,-0.379,-0.092
1.421,-0.718,0.153
0.457,-0.361,-0.110
0.953,-0.777,0.452
0.391,-0.352,-0.128
0.448,-0.372,-0.115
1.004,-0.797,0.362
1.335,-0.752,0.186
1.035,-0.371,0.458
0.602,-0.380,-0.099
0.537,-0.384,-0.107
1.084,-0.392,0.435
0.591,-0.382,-0.083
1.003,-0.719,0.052
0.453,-0.372,-0.131
1.179,-0.764,0.249
1.039,-0.384,0.465
1.085,-0.415,0.392
1.148,-0.773,0.327
0.988,-0.651,0.020
0.429,-0.382,-0.142
1.032,-0.757,0.128
1.004,-0.763,-0.005
0.625,-0.427,-0.032
0.663,-0.383,-0.115
1.202,-0.568,0.318
0.610,-0.365,-0.053
0.571,-0.379,-0.116
0.394,-0.165,-0.001
0.398,-0.237,0.008
0.504,-0.516,0.059
0.556,-0.385,-0.095
0.371,-0.403,-0.114
1.393,-0.643,0.436
0.445,-0.395,-0.184
0.413,-0.351,-0.146
0.377,-0.349,-0.146
0.568,-0.379,-0.099
0.369,-0.341,-0.150
0.560,-0.461,0.001
0.438,-0.415,-0.054
1.209,-0.666,0.461
1.186,-0.658,0.436
0.494,-0.197,0.044
0.562,-0.727,0.069
0.628,-0.395,-0.070
1.041,-0.415,0.980
0.400,-0.260,0.011
1.063,-0.414,1.002
0.555,-0.101,0.056
0.549,-0.076,0.071
1.052,-0.404,0.868
0.341,-0.090,-0.038
1.060,-0.388,0.662
0.531,-0.080,0.131
